secname,the_geom,year_vol,shape_leng,volume
RICHARD1,"MULTILINESTRING ((-114.119436 51.014933, -114.119433 51.014981, -114.119429 51.015162, -114.119442 51.01541, -114.119445 51.015627, -114.119435 51.015749, -114.119418 51.015839, -114.119403 51.015926, -114.119384 51.015989, -114.119371 51.016027, -114.119364 51.016071, -114.119364 51.016121))",2016,132.62102209,10000
CRWCHLD12,"MULTILINESTRING ((-114.118033 51.063277, -114.11804 51.062829, -114.118047 51.062715, -114.118059 51.062179, -114.118064 51.062113, -114.118063 51.061257, -114.118081 51.060497, -114.118094 51.060184, -114.118113 51.059862, -114.118128 51.059632, -114.118135 51.059479, -114.118152 51.059398, -114.118195 51.059311, -114.118205 51.059112, -114.118218 51.058876, -114.118224 51.058627, -114.118212 51.058312, -114.1182 51.058016, -114.118187 51.057511, -114.118177 51.057252, -114.118172 51.057173, -114.118159 51.056925, -114.118166 51.056829, -114.118174 51.056743, -114.11817 51.056649, -114.118158 51.056453, -114.118131 51.056377, -114.118124 51.05629, -114.118112 51.056104, -114.118087 51.055656, -114.118079 51.055363, -114.11808 51.054767, -114.118078 51.054135, -114.118078 51.053578, -114.118079 51.053356, -114.118077 51.052945, -114.118074 51.052653, -114.118069 51.052495, -114.118071 51.052155, -114.118071 51.0518, -114.118069 51.051605, -114.118062 51.051458, -114.118043 51.051305, -114.118023 51.051189, -114.118003 51.051075, -114.117965 51.050913, -114.117938 51.05081, -114.117898 51.050687, -114.117865 51.050597, -114.117827 51.050522, -114.117748 51.050407, -114.117679 51.050316, -114.117564 51.050198, -114.117473 51.050108, -114.117337 51.049994, -114.117186 51.049878, -114.116786 51.049579, -114.116658 51.049476, -114.116527 51.049365, -114.116427 51.049271, -114.116336 51.049178, -114.116261 51.049092, -114.116186 51.048991, -114.116099 51.048865, -114.11603 51.048749, -114.115957 51.048625, -114.115899 51.048528, -114.115826 51.048401, -114.115752 51.04827, -114.115661 51.048114))",2016,1732.27157563,86000
5AVS9,"MULTILINESTRING ((-114.067766 51.048529, -114.0653 51.048459))",2016,173.034048744,25000
FLANDERS1,"MULTILINESTRING ((-114.119364 51.016121, -114.119214 51.016073, -114.119124 51.016049, -114.119041 51.016033, -114.118962 51.016025, -114.118793 51.016024, -114.118557 51.016031, -114.118409 51.016038, -114.118107 51.016039))",2016,90.3809130752,10000
28STNE1,"MULTILINESTRING ((-113.99333 51.052392, -113.993319 51.052094, -113.993318 51.051799, -113.993306 51.051357, -113.9933 51.051173, -113.993293 51.050966, -113.993283 51.050875, -113.993275 51.05081, -113.99326 51.050757, -113.993221 51.050675, -113.993171 51.050579, -113.993117 51.050511, -113.993118 51.050474, -113.993106 51.050429, -113.993094 51.050398, -113.992983 51.050286, -113.992876 51.050197, -113.992688 51.050059, -113.992535 51.049961))",2016,286.575721235,9000
11AVS10,"MULTILINESTRING ((-114.065728 51.042461, -114.068193 51.042531))",2016,173.033519257,17000
40AVN11,"MULTILINESTRING ((-114.07161 51.087396, -114.071407 51.087397, -114.071314 51.0874, -114.071227 51.087407, -114.071134 51.087419, -114.071066 51.08743, -114.070998 51.087444, -114.070939 51.087461, -114.07087 51.087487, -114.070815 51.087511, -114.070753 51.087541, -114.070721 51.087561, -114.070672 51.087593, -114.070636 51.087617, -114.07059 51.087655, -114.070558 51.087684, -114.070527 51.087716, -114.070493 51.087761, -114.070462 51.087807, -114.070432 51.087855, -114.070387 51.087935, -114.07035 51.088, -114.070201 51.088252, -114.070137 51.088343, -114.070094 51.088392, -114.070058 51.088431, -114.069987 51.088491, -114.069938 51.08853, -114.06989 51.088562, -114.06979 51.088611, -114.069736 51.088637, -114.069684 51.088658, -114.069607 51.088679, -114.069569 51.088689, -114.069477 51.088708, -114.069389 51.088722, -114.069295 51.088731, -114.069202 51.088736, -114.069087 51.088739, -114.068537 51.088733, -114.068059 51.088728, -114.067599 51.088742, -114.067359 51.088741, -114.066672 51.088738, -114.065955 51.088731, -114.065257 51.088725, -114.064928 51.088739, -114.064551 51.088736, -114.063856 51.08873, -114.063166 51.088758, -114.062438 51.088738))",2016,721.138027106,9000
BLACKF8,"MULTILINESTRING ((-114.038503 50.96575, -114.038549 50.965864, -114.038611 50.966037, -114.038621 50.966059, -114.038694 50.966229, -114.038753 50.966373, -114.038767 50.966439, -114.038748 50.966485, -114.038895 50.96682, -114.039105 50.96728, -114.03927 50.967597, -114.039422 50.967849, -114.039617 50.968144, -114.039854 50.968458, -114.040135 50.968789, -114.040479 50.969166, -114.040731 50.969452, -114.040864 50.969602, -114.041018 50.969818, -114.041246 50.970086, -114.04144 50.970336, -114.041563 50.970428, -114.041718 50.970591, -114.04203 50.970954, -114.042321 50.971285, -114.042433 50.971441, -114.042628 50.971682, -114.042946 50.972049, -114.043285 50.97244, -114.043844 50.973091, -114.04439 50.973719, -114.044964 50.974357, -114.045465 50.974905, -114.046204 50.975764, -114.046982 50.976684, -114.047512 50.977349, -114.048416 50.978553, -114.048696 50.978991, -114.04883 50.9792, -114.049079 50.979548, -114.049607 50.980352, -114.049857 50.980732, -114.049878 50.98076))",2016,1858.13056329,32000
194AVSW2,"MULTILINESTRING ((-114.077969 50.877661, -114.086826 50.877655))",2016,623.300399999,1000
19STNEA2,"MULTILINESTRING ((-114.013185 51.139432, -114.013245 51.137522))",2016,212.46603506,11000
60STNE1,"MULTILINESTRING ((-113.947152 51.126505, -113.947119 51.126559, -113.94709 51.126615, -113.947053 51.126683, -113.947025 51.126737, -113.947003 51.126778, -113.946981 51.126819, -113.946947 51.126883, -113.946907 51.126972, -113.946849 51.127118, -113.946817 51.127216, -113.946782 51.127333, -113.946751 51.127444, -113.946733 51.127526, -113.946707 51.127658, -113.946691 51.127759, -113.946682 51.127839, -113.946671 51.127954, -113.946662 51.128149, -113.946661 51.129134, -113.946661 51.129213, -113.946661 51.129463, -113.946661 51.129656, -113.946661 51.129848, -113.946658 51.132145, -113.946658 51.13217, -113.946658 51.132184, -113.946658 51.132217, -113.946658 51.132259, -113.946658 51.132302, -113.946658 51.132402, -113.946658 51.132457))",2016,666.310210935,6000
CHARLESW2,"MULTILINESTRING ((-114.125102 51.083387, -114.125032 51.083433, -114.124952 51.083486, -114.124886 51.083531, -114.124716 51.083644, -114.124583 51.083732, -114.124505 51.083785, -114.124472 51.08381, -114.124391 51.083863, -114.124328 51.083915, -114.124275 51.083955, -114.124255 51.08397, -114.124098 51.084094, -114.123957 51.084191, -114.123882 51.084246, -114.123521 51.084496, -114.123458 51.084539, -114.123426 51.084559, -114.123407 51.084573, -114.122893 51.08493, -114.122701 51.085053, -114.122606 51.085106, -114.122514 51.085166, -114.122364 51.085271, -114.122256 51.085348, -114.122221 51.085374, -114.122189 51.085398, -114.122149 51.085424, -114.122105 51.085466, -114.122072 51.085506, -114.122041 51.085542, -114.122025 51.085568, -114.121989 51.085593, -114.121931 51.085634, -114.121869 51.085677, -114.12183 51.085705, -114.121819 51.085713, -114.121683 51.085811, -114.12153 51.085922, -114.121404 51.086006, -114.121267 51.086102, -114.121125 51.086204, -114.121029 51.086272, -114.120995 51.086299, -114.120813 51.086427, -114.120591 51.086583, -114.120534 51.086623, -114.120413 51.086707, -114.120317 51.086772, -114.120237 51.086823, -114.120151 51.086883, -114.120083 51.086929, -114.119977 51.087005, -114.119741 51.087153, -114.119555 51.087275, -114.119416 51.087371, -114.119242 51.087488, -114.119034 51.087634, -114.118891 51.087732, -114.118811 51.087788, -114.118761 51.087822, -114.11869 51.087867, -114.118613 51.087917, -114.118506 51.087989, -114.11847 51.088018, -114.118447 51.088034, -114.118375 51.08805, -114.118331 51.088072, -114.118264 51.088114, -114.118174 51.088177, -114.11812 51.088215, -114.118082 51.08825, -114.118022 51.088301, -114.117994 51.088329, -114.117921 51.088414, -114.117866 51.088472, -114.117841 51.088509, -114.117809 51.088542, -114.117795 51.088568, -114.117765 51.088618, -114.117732 51.088671, -114.117703 51.088718, -114.117668 51.088767, -114.117622 51.088828, -114.117559 51.0889, -114.117486 51.08899, -114.117428 51.089064, -114.117374 51.089132, -114.117327 51.089194, -114.117288 51.089244, -114.117266 51.089275))",2016,860.563895102,16000
2STSW4,"MULTILINESTRING ((-114.069061 51.030508, -114.069007 51.030984, -114.068991 51.031465, -114.068942 51.031931, -114.068922 51.032406, -114.068888 51.03288, -114.068827 51.033356, -114.068793 51.033818, -114.068785 51.034302, -114.068736 51.034776, -114.068718 51.035249, -114.068684 51.035722, -114.06865 51.036196, -114.068617 51.03667, -114.068583 51.037137, -114.068534 51.037831))",2016,815.628425584,8000
9AVS19,"MULTILINESTRING ((-114.044451 51.043866, -114.043889 51.043851, -114.04379 51.043848, -114.043717 51.043843, -114.043655 51.043838, -114.04362 51.043832, -114.043467 51.043804, -114.043302 51.043768, -114.043109 51.043717, -114.042322 51.043531, -114.04212 51.043488, -114.04146 51.043346))",2016,219.365625779,24000
MEMOR13,"MULTILINESTRING ((-114.129616 51.055365, -114.127961 51.054923, -114.127477 51.054794, -114.127127 51.054694, -114.126811 51.054596, -114.126399 51.054461, -114.125869 51.054291, -114.12552 51.054174, -114.125436 51.054111, -114.125331 51.054055, -114.125209 51.054006, -114.125054 51.053942, -114.124853 51.053856, -114.124669 51.053777, -114.124386 51.053649, -114.123999 51.053474, -114.123657 51.053321, -114.123431 51.053219, -114.123149 51.053095, -114.122568 51.052835, -114.122255 51.052689, -114.121966 51.052551, -114.121757 51.052446, -114.121554 51.052338, -114.121281 51.052182, -114.120985 51.052022, -114.120769 51.05191, -114.120524 51.051783, -114.120283 51.051652, -114.120084 51.051544, -114.119834 51.0514, -114.119619 51.051259, -114.119448 51.051126, -114.119302 51.051, -114.119175 51.050875, -114.119058 51.050747, -114.118974 51.050637, -114.118893 51.050517, -114.118842 51.050433, -114.118761 51.050286, -114.118677 51.050106, -114.118525 51.049755, -114.118383 51.049428, -114.118287 51.04923, -114.118208 51.049103, -114.118102 51.048965, -114.11797 51.048837, -114.117815 51.048718))",2016,1156.3510833,43000
42STSE1,"MULTILINESTRING ((-113.975043 50.947108, -113.975044 50.94778, -113.975046 50.948452, -113.975048 50.949125, -113.97505 50.949797, -113.975014 50.949863, -113.974995 50.949905, -113.974987 50.949929, -113.974982 50.949951, -113.974975 50.949979, -113.974978 50.950038, -113.974977 50.950213, -113.974978 50.950361, -113.974979 50.950388, -113.974978 50.950413))",2016,368.430969073,1000
194AVS1,"MULTILINESTRING ((-114.04377 50.875688, -114.04356 50.875739, -114.043352 50.87579, -114.04311 50.87585, -114.042958 50.875886, -114.042759 50.875936, -114.042622 50.875968, -114.042487 50.876002, -114.042227 50.876067, -114.042113 50.876093, -114.041956 50.876132, -114.041804 50.876168, -114.041575 50.87622, -114.041449 50.876246, -114.041328 50.876269, -114.041143 50.876296, -114.041011 50.876314, -114.040742 50.876342, -114.040613 50.876352, -114.040301 50.876368, -114.040151 50.876372, -114.039815 50.87638, -114.039586 50.876384, -114.03932 50.876397, -114.039163 50.876408, -114.039016 50.876421, -114.038844 50.876441, -114.038654 50.876467, -114.038515 50.87649, -114.038396 50.876512, -114.03825 50.876542, -114.038094 50.876578, -114.037782 50.876659, -114.037653 50.876694, -114.037475 50.876743, -114.03708 50.87685, -114.036877 50.876905, -114.036757 50.876938, -114.036686 50.876958))",2016,522.649652986,21000
12AVS6,"MULTILINESTRING ((-114.081524 51.04194, -114.079072 51.041871))",2016,172.083216728,15000
8STW8,"MULTILINESTRING ((-114.082063 51.035139, -114.082004 51.03521, -114.081964 51.035267, -114.081927 51.035331, -114.081892 51.035412, -114.081865 51.035478, -114.081847 51.035544, -114.081831 51.035622, -114.081823 51.035698, -114.081819 51.035789, -114.081819 51.036035, -114.081786 51.036485, -114.08182 51.036926, -114.081776 51.03738, -114.081791 51.037815))",2016,300.67366628,10000
CENTRE13_H,"MULTILINESTRING ((-114.063477 51.03953, -114.063498 51.038588))",2016,104.787225802,3000
KINCORABVNW1,"MULTILINESTRING ((-114.125475 51.161214, -114.12816 51.159132))",2016,298.204179342,7000
42AVS4,"MULTILINESTRING ((-114.043198 51.016016, -114.040654 51.016017, -114.03734 51.016019, -114.03713 51.016019, -114.036424 51.01602, -114.036244 51.016036, -114.035954 51.016092, -114.035598 51.016185, -114.035287 51.016304, -114.034949 51.016467))",2016,591.758068907,13000
JLBV7,"MULTILINESTRING ((-114.116545 51.096854, -114.116367 51.096745, -114.116205 51.096639, -114.116083 51.096553, -114.115978 51.09647, -114.115959 51.096458, -114.115941 51.096445, -114.115888 51.096414, -114.115829 51.096375, -114.115759 51.096329, -114.115726 51.096307, -114.115645 51.096254, -114.115551 51.096193, -114.115404 51.096097, -114.115228 51.095984, -114.115033 51.095858, -114.114869 51.095755, -114.114734 51.095671, -114.114668 51.095631, -114.114577 51.095577, -114.114471 51.095513, -114.114367 51.09545, -114.114268 51.095389, -114.114156 51.095319, -114.11403 51.095237, -114.113894 51.095148, -114.113792 51.095083, -114.113745 51.095052, -114.113622 51.094971, -114.113492 51.094891, -114.113347 51.094799, -114.113211 51.094719, -114.113074 51.094639, -114.112949 51.094569, -114.112837 51.09451, -114.112684 51.094429, -114.112642 51.09441, -114.112556 51.094368, -114.112435 51.09431, -114.112324 51.09426, -114.112212 51.094211, -114.112089 51.094157, -114.111964 51.094108, -114.111864 51.094068, -114.111768 51.094031, -114.111659 51.09399, -114.111543 51.093949, -114.111443 51.093914, -114.111345 51.093882, -114.111301 51.093866, -114.111218 51.09384, -114.111121 51.093809, -114.111015 51.093778, -114.110897 51.093744, -114.11078 51.093711, -114.110655 51.093678, -114.110519 51.093643, -114.110394 51.093611, -114.11028 51.093584, -114.110105 51.093543, -114.109927 51.093502, -114.109834 51.09348, -114.109739 51.093459, -114.10957 51.093421, -114.109375 51.093376, -114.109209 51.093338, -114.109057 51.093304, -114.108872 51.093263, -114.108646 51.09321, -114.108443 51.09316, -114.108348 51.093136, -114.108206 51.093101, -114.108055 51.093063, -114.1079 51.093025, -114.107774 51.092995, -114.10767 51.09297, -114.107443 51.092919, -114.107232 51.092871, -114.107084 51.092837, -114.106968 51.092811, -114.106917 51.092801, -114.106852 51.09279, -114.106795 51.092779, -114.106724 51.092765, -114.106674 51.092756, -114.106626 51.092746, -114.106573 51.092735, -114.106514 51.092722, -114.106467 51.092711, -114.106427 51.092702, -114.106394 51.092694, -114.106363 51.092688))",2016,867.87092359,42000
SHAWVIL1A1,"MULTILINESTRING ((-114.069862 50.916985, -114.069619 50.916233, -114.069412 50.915897, -114.069108 50.915371, -114.069072 50.914943, -114.06921 50.914627, -114.069529 50.91419, -114.069799 50.9137, -114.069753 50.912974))",2016,463.999850247,16000
146AVSE2,"MULTILINESTRING ((-114.018436 50.918601, -114.018207 50.918688, -114.017933 50.91879, -114.017653 50.918893, -114.017432 50.918986, -114.017261 50.919059, -114.017008 50.91918, -114.016801 50.919285, -114.016552 50.919414, -114.016319 50.919538, -114.016121 50.919649, -114.015989 50.919721, -114.015853 50.919781, -114.015702 50.919853, -114.015553 50.919915, -114.015429 50.919962, -114.015214 50.920053, -114.015159 50.920075, -114.014869 50.920178, -114.014793 50.920202))",2016,312.84141429,4000
9AVS5,"MULTILINESTRING ((-114.083752 51.045195, -114.081952 51.045136, -114.081543 51.045126, -114.081315 51.045119, -114.081006 51.045117, -114.078867 51.045057))",2016,342.902050972,31000
36STNEA2B,"MULTILINESTRING ((-113.981076 51.125198, -113.981146 51.125547, -113.981162 51.125614, -113.981191 51.125695, -113.981206 51.125734, -113.981224 51.125772, -113.981243 51.12581, -113.981474 51.126246, -113.981576 51.126476, -113.981603 51.126549, -113.98162 51.126616, -113.981633 51.126671, -113.981649 51.126723, -113.981651 51.126792, -113.981658 51.126901, -113.98166 51.127018, -113.981666 51.127129, -113.981668 51.128362, -113.981669 51.128867, -113.981657 51.129525, -113.981646 51.131039, -113.981645 51.131489, -113.981661 51.1325, -113.981657 51.135422, -113.981653 51.138344, -113.981651 51.139643))",2016,1612.0716025,16000
HRTGEMEADWY1,"MULTILINESTRING ((-114.044211 50.987217, -114.044207 50.987176, -114.044203 50.98713, -114.0442 50.987102, -114.044194 50.987035, -114.044185 50.986932, -114.044179 50.986877, -114.044176 50.986847, -114.04417 50.986796, -114.044163 50.986719, -114.044149 50.986575, -114.044136 50.986452, -114.044121 50.986315, -114.044104 50.986162, -114.044092 50.986068, -114.044077 50.985939, -114.044071 50.985879, -114.044065 50.985838, -114.044061 50.985794, -114.044051 50.985713, -114.044036 50.985605, -114.044026 50.985505, -114.044018 50.985426, -114.044003 50.985334, -114.043986 50.98527, -114.043961 50.985196, -114.043927 50.985127, -114.043898 50.985077, -114.043871 50.985034, -114.043835 50.984986, -114.043794 50.984935, -114.043751 50.984892, -114.043706 50.984847, -114.043648 50.984798, -114.043593 50.984758, -114.043544 50.984722, -114.043486 50.984686, -114.043428 50.984651, -114.043349 50.98461, -114.043251 50.984565, -114.043166 50.984533, -114.043051 50.984492, -114.042938 50.984457, -114.042805 50.984414, -114.042709 50.984382, -114.042631 50.984356, -114.042549 50.984329, -114.042506 50.984315, -114.042455 50.984297, -114.042401 50.98428, -114.042352 50.984264, -114.042296 50.984246, -114.042203 50.984215, -114.042153 50.984199, -114.042119 50.984187))",2016,403.570287498,15000
CRANAV3,"MULTILINESTRING ((-113.98273 50.870424, -113.982464 50.870651, -113.982198 50.870879, -113.981933 50.871107, -113.981667 50.871335, -113.981565 50.871426, -113.98147 50.871529, -113.981382 50.871637, -113.981299 50.871758, -113.98122 50.87191, -113.981165 50.872057, -113.981131 50.872198, -113.981114 50.872328, -113.981116 50.87246, -113.981126 50.872558, -113.981153 50.87268, -113.981204 50.872842, -113.98126 50.872962, -113.981298 50.873034, -113.981442 50.873266, -113.981587 50.873498, -113.981732 50.87373, -113.981877 50.873962, -113.982021 50.874194, -113.982166 50.874425, -113.982311 50.874657, -113.982455 50.874889, -113.982554 50.875057, -113.982683 50.875286, -113.982778 50.87548, -113.982867 50.875673, -113.982946 50.875874, -113.983018 50.876078, -113.983079 50.876269, -113.983142 50.876511, -113.983183 50.876705, -113.983212 50.87688, -113.98324 50.877101, -113.983239 50.87733, -113.983222 50.877514, -113.98319 50.877657, -113.983144 50.877821, -113.983084 50.877983, -113.983031 50.878102, -113.982948 50.878249, -113.982871 50.878374, -113.982778 50.878505, -113.982678 50.878625, -113.982564 50.878753, -113.982409 50.878903, -113.982264 50.879031, -113.982116 50.879142, -113.981974 50.87924, -113.981852 50.879319, -113.981716 50.879402, -113.981616 50.879454, -113.98143 50.879532, -113.981268 50.879591, -113.981124 50.879637, -113.981003 50.879669, -113.980885 50.879701, -113.980765 50.879729, -113.980645 50.879753, -113.980524 50.879774, -113.980403 50.879791, -113.98028 50.879805, -113.980158 50.879815, -113.980035 50.879821, -113.979918 50.879824, -113.979802 50.879824, -113.979686 50.879821, -113.979571 50.879815, -113.979456 50.879805, -113.979342 50.879793, -113.979199 50.879773, -113.979196 50.879773))",2016,1275.05919611,4000
AUBRNBADR2,"MULTILINESTRING ((-113.950812 50.898728, -113.951818 50.898439, -113.952085 50.898334, -113.952458 50.898165, -113.952702 50.898037, -113.953095 50.897797, -113.953286 50.897662, -113.953496 50.897495, -113.953716 50.897295, -113.954002 50.896981, -113.954234 50.896694, -113.954465 50.896407, -113.954643 50.896186, -113.954842 50.895939, -113.955028 50.895709, -113.955311 50.895358, -113.955594 50.895007, -113.955956 50.894558, -113.95638 50.894008, -113.956528 50.893773, -113.956831 50.893292))",2016,760.479640606,6000
GLENMORE16,"MULTILINESTRING ((-113.958613 50.979467, -113.958494 50.979467, -113.958336 50.979467, -113.958068 50.979467, -113.957799 50.979467, -113.956733 50.979468, -113.956617 50.97947, -113.956494 50.979475, -113.956372 50.979482, -113.956236 50.979495, -113.955055 50.979622, -113.954312 50.979622, -113.9468 50.97963, -113.935201 50.979657, -113.934794 50.979644, -113.928331 50.979645, -113.924277 50.979658, -113.92362 50.979657, -113.921408 50.979652, -113.919365 50.97965, -113.914375 50.979649, -113.911988 50.979672))",2016,3275.50634478,31000
9STW1_A,"MULTILINESTRING ((-114.083527 51.048965, -114.083549 51.048694, -114.083639 51.048494, -114.083707 51.04828, -114.083774 51.048094, -114.083774 51.048009))",2016,108.307765762,4000
RANCHBV2,"MULTILINESTRING ((-114.195754 51.122867, -114.195679 51.122826, -114.19559 51.122778, -114.195524 51.122741, -114.195452 51.122701, -114.195389 51.122665, -114.195357 51.122646, -114.195299 51.12261, -114.195231 51.122568, -114.195168 51.122527, -114.19512 51.122492, -114.195068 51.122454, -114.195027 51.122424, -114.194998 51.122402, -114.19497 51.122377, -114.194933 51.122346, -114.194877 51.122294, -114.194837 51.122258, -114.194786 51.1222, -114.194751 51.12216, -114.194719 51.122125, -114.194687 51.122079, -114.194652 51.12203, -114.194621 51.121988, -114.194609 51.121969, -114.194584 51.12192, -114.194559 51.121878, -114.194536 51.121835, -114.194515 51.121793, -114.1945 51.121757, -114.194454 51.121655, -114.194408 51.121547, -114.194371 51.121459, -114.194318 51.121351, -114.194277 51.12127, -114.194219 51.121125, -114.194182 51.121037, -114.194134 51.120913, -114.194097 51.120822, -114.194079 51.120768, -114.194045 51.120678, -114.19404 51.120657, -114.194021 51.120593, -114.194 51.120524))",2016,296.064960868,9000
SILSPBV1,"MULTILINESTRING ((-114.206783 51.1161, -114.206739 51.116079, -114.20666 51.116043, -114.206612 51.116023, -114.206526 51.115987, -114.206421 51.11594, -114.20638 51.115922, -114.206352 51.115912, -114.20631 51.115895, -114.206263 51.115872, -114.206218 51.115854, -114.206172 51.115836, -114.206157 51.115829, -114.206125 51.115817, -114.206072 51.115797, -114.206 51.11577, -114.205943 51.115749, -114.205889 51.11573, -114.205837 51.115709, -114.205771 51.115683, -114.205711 51.115658, -114.205659 51.115637, -114.205616 51.115617, -114.205552 51.115589, -114.205484 51.115561, -114.205455 51.115549, -114.205348 51.115505, -114.205232 51.115455, -114.2051 51.115399, -114.204964 51.115341, -114.204832 51.115282, -114.204761 51.115253, -114.204682 51.115219, -114.204637 51.115201, -114.204592 51.115182, -114.204527 51.115154, -114.204438 51.115118, -114.204336 51.115075, -114.204251 51.115037, -114.204173 51.115005, -114.204095 51.11497, -114.204042 51.114946, -114.20398 51.114917, -114.203949 51.114903, -114.203907 51.114884, -114.20385 51.114858))",2016,247.617560469,11000
24STSE1,"MULTILINESTRING ((-114.001135 50.956594, -114.001221 50.956749, -114.001286 50.956878, -114.001332 50.956975, -114.001396 50.957115, -114.001462 50.957255, -114.001517 50.95737, -114.001549 50.957448, -114.001582 50.957533, -114.001598 50.957592, -114.00161 50.957634, -114.00162 50.957671, -114.001654 50.957765, -114.00167 50.95794, -114.00167 50.959532, -114.00167 50.961124, -114.00167 50.962717, -114.00167 50.963426))",2016,765.081671504,10000
SARCEE(N)6,"MULTILINESTRING ((-114.165502 51.151734, -114.163735 51.154285, -114.163015 51.155559, -114.162619 51.156692, -114.162348 51.158029, -114.162276 51.158895, -114.162278 51.159351, -114.16243 51.160027))",2016,961.962148612,35000
16AV/TCH2,"MULTILINESTRING ((-114.211026 51.084064, -114.212299 51.084356, -114.213113 51.084541, -114.213532 51.084641, -114.214608 51.084903, -114.21553 51.085127, -114.216432 51.085347, -114.217611 51.085642, -114.218933 51.085966, -114.220225 51.086276, -114.222003 51.086708, -114.223924 51.087178, -114.22477 51.087384, -114.226317 51.087756, -114.227823 51.088121, -114.228566 51.088293, -114.229039 51.088382, -114.229581 51.088471, -114.229997 51.088521, -114.230405 51.088557, -114.230674 51.088581, -114.231405 51.08859, -114.232241 51.088583, -114.234059 51.088591))",2016,1704.43944237,58000
JMCKEV2,"MULTILINESTRING ((-114.100148 50.91768, -114.100148 50.917586, -114.100142 50.914571, -114.100142 50.914501, -114.100142 50.914083, -114.100142 50.913959))",2016,413.939598361,12000
17AVESE9,"MULTILINESTRING ((-113.911969 51.037886, -113.911611 51.037874, -113.911253 51.037862, -113.910896 51.03785, -113.910538 51.037839, -113.910263 51.037839, -113.909987 51.037839, -113.909436 51.03784, -113.909273 51.03784, -113.909128 51.03784, -113.908552 51.03784, -113.907691 51.037841, -113.907471 51.037841, -113.907097 51.03784, -113.906722 51.03784, -113.906348 51.03784, -113.905973 51.03784, -113.905598 51.03784, -113.905224 51.03784, -113.904849 51.03784, -113.904475 51.03784, -113.9041 51.037839, -113.903726 51.037839, -113.903351 51.037839, -113.902976 51.037839, -113.902602 51.037839, -113.902039 51.037838, -113.901476 51.037837, -113.900913 51.037837, -113.90035 51.037836, -113.899976 51.037836, -113.899602 51.037836, -113.899228 51.037836, -113.898854 51.037836, -113.89848 51.037836, -113.898106 51.037837, -113.897732 51.037837, -113.897358 51.037837, -113.896703 51.037837, -113.896048 51.037837, -113.895393 51.037837, -113.894738 51.037837, -113.894666 51.037837, -113.894609 51.037837, -113.893908 51.037837, -113.893207 51.037837, -113.892506 51.037836, -113.891804 51.037836, -113.891411 51.037836, -113.891018 51.037837, -113.890625 51.037837, -113.890232 51.037837, -113.889839 51.037837, -113.889446 51.037837, -113.889053 51.037838, -113.88866 51.037838, -113.888279 51.037838, -113.887898 51.037838, -113.887516 51.037838, -113.887135 51.037838, -113.886754 51.037838, -113.886372 51.037838, -113.885991 51.037838, -113.88561 51.037838, -113.885228 51.037838, -113.884847 51.037839, -113.884466 51.037839, -113.884085 51.037839, -113.883703 51.037839, -113.883322 51.037839, -113.882951 51.037839, -113.88258 51.037839, -113.882209 51.037839, -113.881838 51.037839, -113.881467 51.037839, -113.881096 51.037839, -113.880725 51.037839, -113.880354 51.037839, -113.879983 51.037839, -113.879612 51.037839, -113.879241 51.037839, -113.87887 51.037839, -113.878499 51.037839, -113.878128 51.037839, -113.87771 51.03784, -113.877292 51.03784, -113.876874 51.03784, -113.876457 51.037841, -113.876039 51.037841, -113.875621 51.037841, -113.875203 51.037842, -113.874785 51.037842, -113.874367 51.037843, -113.873949 51.037843, -113.873564 51.037843, -113.873178 51.037844, -113.872792 51.037844, -113.872407 51.037845, -113.872021 51.037845, -113.871636 51.037845, -113.87125 51.037846, -113.870865 51.037846, -113.870189 51.037845, -113.869513 51.037844, -113.868837 51.037843, -113.868161 51.037841, -113.867473 51.037841, -113.866785 51.037842, -113.866097 51.037842, -113.865409 51.037842))",2016,3265.52552328,19000
BOWNESS5,"MULTILINESTRING ((-114.164399 51.075275, -114.163726 51.075028, -114.162139 51.07384, -114.160535 51.07264, -114.158935 51.071443, -114.157347 51.070255, -114.155765 51.06907, -114.154178 51.067883, -114.153532 51.067393, -114.153092 51.067058, -114.15296 51.066977, -114.152759 51.066859, -114.152692 51.066774, -114.152164 51.066363, -114.152092 51.066319, -114.151978 51.066263, -114.151879 51.066156, -114.151811 51.0661, -114.151716 51.066039, -114.151489 51.065862, -114.151418 51.065805, -114.15135 51.065741, -114.151303 51.065683, -114.151252 51.06563, -114.151191 51.06553, -114.151151 51.065394))",2016,1446.07492222,13000
51STSW1,"MULTILINESTRING ((-114.159728 51.017941, -114.159718 51.018049, -114.159713 51.018102, -114.159707 51.018157, -114.159702 51.018211, -114.1597 51.01824, -114.159699 51.018279, -114.159704 51.01832, -114.159708 51.018356, -114.15971 51.01838, -114.159735 51.018535, -114.159761 51.018645, -114.159789 51.018726, -114.159825 51.018809, -114.159866 51.018912, -114.159933 51.019027, -114.160058 51.019227, -114.160114 51.019318, -114.16017 51.019401))",2016,167.719809368,13000
